06-01819_Timestamps,Solar Radiation W/m² ATMOS 41 P1,Precipitation mm ATMOS 41 P1,Lightning Activity ATMOS 41 P1,Lightning Distance km ATMOS 41 P1,Wind Direction° ATMOS 41 P1,Wind Speed m/s ATMOS 41 P1,Gust Speed m/s ATMOS 41 P1,Air Temperature °C ATMOS 41 P1,Vapor Pressure kPa ATMOS 41 P1,Atmospheric Pressure kPa ATMOS 41 P1,X-axis Level° ATMOS 41 P1,Y-axis Level° ATMOS 41 P1,Max Precip Rate mm/h ATMOS 41 P1,RH Sensor Temp °C ATMOS 41 P1,VPD kPa | ATMOS 41 | P1,Water Level mm CTD-10 P6,Water Temperature °C CTD-10 P6,EC mS/cm CTD-10 P6,Sensor Metadata CTD-10 P6,Battery Percent% Battery P7,Battery Voltage mV Battery P7,Reference Pressure kPa Barometer P8,Logger Temperature °C Barometer P8
2018-09-27 16:15:00,126.0,0.0,0,0,55,1.03,1.88,7.0,0.89,93.88,0.2,-0.6,0.0,7.6,0.11,3937.0,8.6,2.642,1.0,100,6970,93.81,8.7
2018-09-27 17:30:00,70.0,0.0,0,0,271,1.24,2.14,7.2,0.85,93.94,0.2,-0.7,0.0,7.6,0.17,3933.0,8.6,2.642,1.0,100,6970,93.87,8.7
2018-09-27 18:00:00,37.0,0.017,0,0,252,1.7,2.98,7.0,0.84,93.94,0.2,-0.6,1.0,7.2,0.16,3933.0,8.6,2.649,1.0,100,6964,93.88,8.5
2018-09-27 19:00:00,5.0,0.0,0,0,260,1.11,1.59,6.4,0.83,93.97,0.2,-0.7,0.0,6.3,0.13,3932.0,8.6,2.642,1.0,100,6960,93.9,7.6
2018-09-27 20:00:00,0.0,0.0,0,0,282,0.85,1.63,6.0,0.83,94.02,0.2,-0.6,0.0,5.9,0.1,3931.0,8.6,2.642,1.0,100,6956,93.95,7.2
2018-09-27 21:15:00,0.0,0.0,0,0,262,0.75,1.48,5.0,0.79,94.07,0.2,-0.7,0.0,4.9,0.08,3929.0,8.6,2.642,1.0,100,6951,93.98,6.4
2018-09-27 22:15:00,0.0,0.0,0,0,285,1.04,1.65,4.0,0.75,94.11,0.2,-0.7,0.0,3.5,0.07,3929.0,8.6,2.642,1.0,100,6945,93.99,4.9
2018-09-27 23:00:00,0.0,0.0,0,0,282,0.62,0.94,2.9,0.7,94.14,0.2,-0.7,0.0,2.3,0.05,3928.0,8.6,2.642,1.0,100,6939,94.0,4.0
2018-09-28 00:00:00,0.0,0.0,0,0,233,0.61,0.99,1.8,0.67,94.17,0.3,-0.7,0.0,1.6,0.02,3926.0,8.6,2.642,1.0,100,6935,94.02,3.0
2018-09-28 01:30:00,0.0,0.0,0,0,334,0.39,0.82,0.3,0.63,94.21,0.1,-0.6,0.0,0.7,,3925.0,8.6,2.642,1.0,100,6912,94.06,2.7
2018-09-28 02:00:00,0.0,0.0,0,0,247,0.81,1.25,-0.2,0.59,94.24,0.2,-0.6,0.0,-0.4,0.01,3924.0,8.6,2.642,1.0,100,6910,94.07,1.9
2018-09-28 03:00:00,0.0,0.0,0,0,252,0.55,0.87,-0.5,0.56,94.26,0.2,-0.6,0.0,-1.3,0.03,3924.0,8.6,2.649,1.0,100,6909,94.07,1.6
2018-09-28 04:15:00,0.0,0.0,0,0,344,0.59,1.07,-1.3,0.55,94.25,0.1,-0.5,0.0,-1.5,0.0,3925.0,8.6,2.642,1.0,100,6904,94.05,1.2
2018-09-28 05:30:00,0.0,0.0,0,0,281,0.64,1.19,-2.1,0.52,94.24,0.2,-0.5,0.0,-2.4,0.01,3927.0,8.6,2.642,1.0,100,6900,94.03,0.6
2018-09-28 06:15:00,0.0,0.0,0,0,267,1.05,1.55,-1.4,0.52,94.23,0.2,-0.6,0.0,-2.3,0.03,3928.0,8.6,2.649,1.0,100,6900,94.03,0.6
2018-09-28 07:30:00,9.0,0.0,0,0,299,0.61,1.17,-2.5,0.5,94.21,0.2,-0.5,0.0,-2.8,0.01,3930.0,8.6,2.642,1.0,100,6895,94.01,0.2
2018-09-28 08:15:00,100.0,0.0,0,0,343,0.28,0.83,-2.1,0.52,94.22,0.1,-0.4,0.0,-1.8,0.0,3930.0,8.6,2.649,1.0,100,6900,94.03,1.3
2018-09-28 09:15:00,288.0,0.0,0,0,300,1.02,1.88,-0.1,0.61,94.17,0.2,-0.2,0.0,3.0,,3931.0,8.6,2.649,1.0,100,6932,94.05,4.5
2018-09-28 10:15:00,455.0,0.0,0,0,267,1.31,2.76,3.2,0.77,94.14,0.3,-0.2,0.0,6.9,,3933.0,8.6,2.642,1.0,100,6983,94.06,7.5
2018-09-28 11:15:00,587.0,0.0,0,0,252,1.12,2.22,5.6,0.91,94.06,0.4,-0.2,0.0,9.8,0.0,3936.0,8.6,2.649,1.0,100,7030,94.01,10.3
2018-09-28 12:00:00,644.0,0.0,0,0,94,1.42,3.36,8.2,0.85,93.96,0.4,-0.6,0.0,12.3,0.24,3940.0,8.6,2.642,1.0,100,7058,93.94,12.5
2018-09-28 13:15:00,500.0,0.0,0,0,78,1.4,3.82,9.1,0.67,93.83,0.4,-0.8,0.0,13.3,0.49,3949.0,8.6,2.649,1.0,100,7087,93.81,13.9
2018-09-28 14:00:00,545.0,0.0,0,0,104,1.77,3.43,9.3,0.65,93.74,0.4,-0.7,0.0,13.0,0.53,3952.0,8.6,2.649,1.0,100,7106,93.74,13.5
2018-09-28 15:00:00,303.0,0.0,0,0,81,2.48,5.26,9.5,0.64,93.65,0.3,-0.9,0.0,12.6,0.55,3959.0,8.6,2.642,1.0,100,7103,93.63,13.7
2018-09-28 16:00:00,196.0,0.0,0,0,68,2.22,4.69,9.4,0.64,93.57,0.2,-0.7,0.0,10.7,0.55,3963.0,8.6,2.642,1.0,100,7096,93.55,11.7
